id	name	category	lat	lng	address	description	dogFriendlyScore	routePriorityScore	accessibilityScore	safetyScore	dogSizeAllowed	indoorAllowed	parkingAvailable	reservationRequired	leashRequired	source	lastChecked	notes
park-gachon-station-exit2-link-001	가천대역 서측 탄천 진입 후보 지점	PARK	37.44920	127.12570	가천대역 서측·탄천 방향	가천대역에서 탄천 산책로로 짧게 진입하는 루트 후보 지점.	4	5	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	실제 진입로, 경사, 계단 여부, 유모차·노견 이동 가능성 확인 필요.
park-tancheon-gachon-south-001	탄천 가천대 남측 산책 지점	PARK	37.44720	127.12640	가천대역 남측 탄천 산책로 인근	가천대역에서 남쪽으로 짧게 내려가는 탄천 산책 경유 지점.	4	5	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	탄천변 보행로 폭, 자전거 통행량, 야간 조명, 배변 처리 가능 지점 확인 필요.
park-tancheon-gachon-north-001	탄천 가천대 북측 산책 지점	PARK	37.45200	127.12650	가천대역 북측 탄천 산책로 인근	가천대역에서 복정동 방향으로 이어지는 탄천 산책 경유 지점.	4	5	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	복정동 방향 산책 루프 구성용. 자전거 통행량과 보행자 혼잡도 확인 필요.
park-tancheon-rodeo-link-001	탄천 로데오거리 방향 연결 지점	PARK	37.45180	127.12480	탄천·가천대 로데오거리 방향 연결부	탄천 산책로와 가천대 로데오거리 방향을 연결하는 후보 경유점.	3	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	도로 횡단 여부, 보도 폭, 야간 조명, 반려견 산책 적합성 확인 필요.
park-tancheon-taepyeong-north-001	탄천 태평 북측 산책 지점	PARK	37.44300	127.12700	태평동 탄천 산책로 북측 인근	가천대에서 태평 방향으로 내려가는 중간 산책 경유점.	4	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	보통·긴 코스 구성용. 자전거 통행량과 야간 조명 확인 필요.
park-tancheon-taepyeong-south-001	탄천 태평 남측 산책 지점	PARK	37.44050	127.12730	태평역·탄천 산책로 남측 인근	긴 산책 루트에서 태평역 방향으로 확장할 때 활용할 수 있는 경유점.	4	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	긴 산책 코스용. 산책로 연결성, 조명, 배변 처리 가능 지점 현장 확인 필요.
park-tancheon-sujin-link-001	탄천 수진 방향 산책 연결 지점	PARK	37.43890	127.12790	수진동·탄천 산책로 인근	태평역 남측에서 수진동 방향까지 확장하는 긴 산책 후보 경유점.	3	3	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	가천대 기준으로는 긴 코스에서만 사용 권장. 실제 보행 연결성과 안전성 확인 필요.
park-bokjeong-station-south-link-001	복정역 남측 산책 연결 지점	PARK	37.46930	127.12690	복정역 남측 보행 연결부	복정역 남측에서 가천대·탄천 방향으로 이어지는 산책 연결 후보 지점.	3	4	5	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	역 주변 혼잡도, 반려견 대기 가능성, 도로 횡단 여부 확인 필요.
park-bokjeong-dongseoul-link-001	복정동·동서울대 연결 산책 지점	PARK	37.46660	127.12850	성남시 수정구 복정동 동서울대학교 인근	복정동 주거지와 동서울대 주변을 연결하는 산책 경유점.	3	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	학교 주변 보행 동선, 반려견 출입 가능 범위, 보도 폭 현장 확인 필요.
park-dongseoul-front-walk-001	동서울대 앞 보행 산책 지점	PARK	37.45980	127.12810	성남시 수정구 복정동 동서울대학교 앞 인근	가천대와 복정동 사이의 보행 루트를 보강하기 위한 산책 경유점.	3	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	실제 산책로가 아닌 보행 연결 후보 지점. 보도 폭, 차량 통행량, 야간 조명 확인 필요.
park-bokjeong-residential-loop-001	복정동 주거지 산책 루프 후보 지점	PARK	37.46180	127.12920	성남시 수정구 복정동 주거지 인근	복정동 내부 짧은 산책 루프를 만들기 위한 주거지 경유 후보 지점.	3	3	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	보행로 폭, 차량 통행량, 반려견 산책 민원 가능성, 야간 조명 확인 필요.
park-sanseongdaero-sidewalk-001	산성대로 보행 연결 산책 지점	PARK	37.45500	127.13000	성남시 수정구 산성대로 인근	가천대·복정동·단대 방향을 연결하는 보행 경유 후보 지점.	3	3	4	3	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	차량 통행이 많은 도로변일 수 있어 안전성 확인 필요. 실제 산책 추천 유지 여부는 현장 확인 후 결정 권장.
park-taepyeong-rodeo-residential-001	태평동 로데오거리 주거지 산책 지점	PARK	37.44480	127.12920	성남시 수정구 태평동 로데오거리 인근	태평동 방향 보통·긴 산책 루트를 만들기 위한 주거지 경유 후보 지점.	3	3	4	3	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	차량 통행량, 인도 폭, 혼잡도 확인 필요. 산책 전용 지점은 아니므로 현장 검증 권장.
park-tancheon-loop-return-001	탄천 가천대 회귀 산책 지점	PARK	37.45490	127.12660	가천대역 북측 탄천 산책로 인근	가천대 출발 산책 후 다시 돌아오기 좋은 회귀 후보 지점.	4	5	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	짧은·보통 코스 회귀점으로 활용. 실제 보행 경로와 자전거 통행량 확인 필요.
toilet-gachon-station-public-001	가천대역 공중화장실·배변처리 후보 지점	TOILET	37.44890	127.12695	가천대역 인근	가천대역 주변 산책 전후 배변 처리와 보호자 화장실 이용 후보 지점.	3	4	5	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	반려견 전용 배변시설이 아니라 공중화장실·쓰레기통 인근 후보. 배변봉투함 여부와 반려견 대기 가능 공간 확인 필요.
toilet-gachon-campus-gate-candidate-001	가천대 정문 배변처리 후보 지점	TOILET	37.45050	127.12885	가천대학교 정문 인근	가천대 정문 주변에서 산책 시작 전후 배변 처리 후보로 볼 수 있는 지점.	3	3	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	공식 배변봉투함 여부는 확인 필요. 학교 부지 내 반려견 출입 가능 여부와 쓰레기통 위치 확인 필요.
toilet-bokjeong-station-public-001	복정역 공중화장실·배변처리 후보 지점	TOILET	37.47050	127.12680	복정역 인근	복정역 주변 산책 루트에서 보호자 화장실 및 배변 처리 후보로 활용 가능한 지점.	3	3	5	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	반려견 전용 시설 아님. 배변봉투함, 쓰레기통, 반려견 대기 가능 공간 현장 확인 필요.
toilet-dongseoul-front-candidate-001	동서울대 앞 배변처리 후보 지점	TOILET	37.45960	127.12800	성남시 수정구 복정동 동서울대학교 앞 인근	복정동·가천대 사이 산책 중 배변 처리 후보로 사용할 수 있는 보행 경유점.	3	3	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	공식 배변시설 여부 확인 필요. 쓰레기통, 공중화장실, 대기 공간 위치 현장 확인 권장.
toilet-tancheon-taepyeong-candidate-001	탄천 태평 방향 배변처리 후보 지점	TOILET	37.44330	127.12720	태평동 탄천 산책로 인근	태평 방향 탄천 산책 중 배변 처리 후보로 활용할 수 있는 지점.	3	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	공식 배변봉투함 여부는 확인 필요. 쓰레기통, 화장실, 산책로 출입구 위치 확인 필요.
toilet-tancheon-rodeo-candidate-001	탄천 로데오거리 방향 배변처리 후보 지점	TOILET	37.45160	127.12520	가천대 로데오거리·탄천 연결부 인근	가천대역 주변 산책 중간 배변 처리 후보 지점.	3	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	공식 배변시설 여부 확인 필요. 로데오거리 쪽 혼잡도와 반려견 대기 가능 공간 확인 필요.
